V1,V2,weight
80,95,2507
80,96,38
80,97,214
80,100,591
80,102,29
80,103,31
80,104,34
80,109,132
80,113,19
80,114,3
80,115,12397
80,116,166
80,118,6
80,119,1
80,120,4916
80,121,237
80,122,27
80,124,8
80,125,6
80,126,17
80,127,25
80,128,200
80,129,7
80,130,95
80,131,17
80,132,23
80,133,345
80,134,13
80,138,29
80,140,7
80,143,110
80,144,5
80,147,26
80,149,177
80,151,16
80,154,23886
80,155,3501
80,156,18253
80,157,2
80,158,75
80,159,1
80,161,5
80,163,13
80,164,24135
80,168,86
80,169,589
80,170,3014
80,172,5760
80,173,1
80,176,2
80,178,3404
81,32,4
81,65,1
81,147,1
81,170,2
81,172,1
82,10,27
82,11,10
82,17,15
82,20,1
82,32,494
82,36,1
82,47,2
82,60,1
82,61,5
82,65,26
82,67,2
82,83,4
82,96,2
82,115,2
82,116,2
82,120,14
82,134,1
82,154,35
82,155,2
82,170,11
82,172,145
83,7,1
83,10,5
83,32,18
83,65,13
83,134,1
83,147,1
83,154,3
83,155,6
83,172,22
84,17,2
84,32,813
84,45,7
84,53,1
84,61,13
84,65,6
84,69,1
84,81,2
84,83,1
84,104,2
84,115,145
84,154,2
84,162,5
84,170,354
84,172,514
85,10,7
85,32,23
85,65,101
85,81,1
85,115,1
85,116,1
85,147,1
85,170,1
85,172,9
86,10,115
86,11,30
86,17,31
86,23,3
86,25,7
86,32,383
86,38,1
86,46,29
86,50,4
86,60,7
86,61,18
86,64,1
86,65,138
86,67,4
86,75,2
86,80,8
86,81,6
86,83,20
86,89,4
86,92,22
86,100,3
86,102,1
86,104,1
86,115,14
86,116,2
86,120,11
86,126,2
86,128,2
86,129,1
86,132,1
86,133,8
86,134,3
86,143,5
86,147,2
86,149,22
86,154,388
86,155,44
86,156,25
86,158,5
86,164,26
86,168,3
86,170,46
86,172,382
86,178,11
87,7,18
87,8,1
87,10,4
87,11,66
87,17,41
87,32,114
87,43,5
87,46,3
87,47,234
87,50,3
87,60,13
87,61,499
87,64,1
87,65,87
87,67,3
87,75,2
87,81,37
87,83,6
87,96,1
87,97,1
87,102,1
87,115,69
87,120,18
87,128,51
87,132,2
87,134,5
87,144,14
87,149,11
87,154,294
87,155,12
87,168,10
87,170,11
87,172,628
87,173,2
88,10,81
88,11,29
88,17,32
88,22,3
88,32,815
88,36,3
88,50,6
88,51,10
88,54,7
88,58,3193
88,60,11
88,61,75
88,65,180
88,67,26
88,73,1
88,75,1
88,76,4
88,81,59
88,83,118
88,91,2
88,92,2
88,100,1
88,112,1
88,115,38
88,116,2
88,120,15
88,128,5
88,129,6
88,131,5
88,133,3
88,147,206
88,151,1
88,153,3
88,154,83
88,155,42
88,164,2
88,167,289
88,170,288
88,172,2258
89,10,41
89,11,2
89,17,7
89,23,1
89,32,38
89,43,1
89,50,1
89,53,1
89,61,9
89,65,5
89,75,1
89,78,20
89,79,8
89,81,40
89,83,4
89,92,1
89,100,1
89,115,8
89,116,7
89,120,8
89,154,19
89,156,5
89,158,1
89,170,749
89,172,107
90,7,3
90,10,9
90,11,273
90,17,70
90,32,82
90,46,3
90,47,21
90,50,5
90,53,1
90,60,20
90,61,283
90,65,104
90,67,2
90,81,2
90,83,4
90,91,7
90,115,36
90,116,5
90,119,2
90,120,27
90,126,2
90,128,39
90,131,2
90,132,4
90,134,51
90,147,6
90,149,4
90,154,184
90,155,23
90,164,204
90,168,10
90,170,28
90,172,986
91,10,6
91,11,2
91,17,2
91,32,62
91,61,39
91,65,11
91,81,6
91,134,6
91,154,8
91,155,2
91,172,44
91,173,5
92,8,19
92,10,485
92,11,63
92,16,2
92,17,109
92,23,399
92,25,18
92,28,1
92,32,867
92,45,1
92,46,39
92,47,4
92,50,24
92,53,6
92,60,11
92,61,117
92,64,6
92,65,521
92,66,7
92,67,9
92,75,13
92,81,13
92,82,2
92,83,348
92,86,3
92,89,5
92,97,2
92,100,5
92,102,1
92,104,1
92,113,10
92,115,37
92,116,2
92,120,30
92,126,1
92,127,1
92,128,2
92,130,1
92,133,4
92,134,8
92,140,2
92,147,3
92,149,2
92,154,532
92,155,44
92,156,26
92,164,7
92,168,7
92,170,129
92,172,413
92,179,6
92,180,1
93,32,6
93,81,1
93,83,1
93,147,3
93,170,1
93,172,5
94,3,1
94,4,155
94,7,51
94,10,27
94,11,22
94,16,1
94,17,18
94,23,258
94,28,1040
94,31,14
94,32,139
94,34,10
94,35,2
94,40,2
94,41,2
94,46,1
94,47,3
94,49,8
94,53,6
94,54,1
94,60,4
94,61,218
94,62,2
94,63,67
94,65,61
94,66,2788
94,70,1768
94,71,5
94,75,2
94,81,25
94,82,2
94,83,702
94,95,23
94,100,10
94,102,2
94,103,1
94,109,4
94,110,1
94,115,222
94,118,2
94,119,9
94,120,22
94,123,3
94,127,2
94,129,3
94,131,7
94,132,1
94,133,2
94,138,7
94,139,61
94,141,730
94,147,86
94,149,4
94,153,2
94,154,22
94,155,49
94,158,2
94,162,1
94,164,4
94,167,3
94,168,3
94,170,7
94,172,1266
94,173,1
94,176,4
94,179,19
94,180,1
95,3,13
95,4,1
95,10,626
95,11,24
95,16,11
95,17,39
95,23,3
95,25,1
95,32,230
95,43,2
95,46,1
95,47,9
95,50,15
95,54,1
95,60,17
95,61,143
95,65,334
95,67,26
95,75,3
95,76,3
95,77,1
95,81,174
95,83,392
95,92,6
95,97,5
95,100,1
95,102,1544
95,104,1
95,109,8
95,115,339
95,116,16
95,118,1
95,119,2
95,120,37
95,122,4
95,128,11
95,129,11
95,131,4
95,132,2
95,133,2
95,134,2
95,140,10
95,143,7
95,147,1
95,149,3
95,151,2
95,154,375
95,155,250
95,156,5
95,161,1
95,164,20
95,168,1
95,170,1138
95,172,212
96,17,7
96,32,62
96,53,1
96,61,12
96,65,5
96,81,14
96,123,1
96,154,3
96,172,38
96,173,1
97,65,2
98,11,3
98,17,3
98,32,16
98,61,216
98,65,2
98,67,1
98,83,15
98,116,4
98,123,2
98,155,4
98,168,2
98,172,18
99,32,29
99,60,4
99,61,1
99,65,4
99,81,38
99,83,3
99,115,3
99,120,4
99,147,23
99,154,1
99,167,1
99,170,286
99,172,28
99,179,1
100,10,123
100,32,91
100,61,7
100,65,6
100,81,3
100,83,1
100,115,7
100,116,2
100,120,2
100,129,1
100,154,2
100,155,3
100,170,88
100,172,103
101,3,16
101,4,2
101,7,11
101,10,2
101,11,12
101,17,62
101,19,5
101,23,67
101,25,3
101,26,33574
101,27,5
101,28,5
101,31,4
101,32,74
101,35,3
101,41,2
101,46,1
101,50,1
101,53,3
101,54,9
101,60,6
101,61,4050
101,65,49
101,67,11
101,70,15
101,75,3
101,76,1
101,81,9
101,83,8334
101,94,19
101,97,2
101,100,3
101,102,16
101,103,50233
101,109,7
101,115,19
101,118,56012
101,119,136
101,120,8
101,129,8
101,131,6
101,132,1
101,143,5
101,147,6
101,149,1
101,154,23
101,155,18
101,161,85
101,163,2
101,164,1
101,168,2
101,170,18
101,172,1239
101,178,1
101,179,1
101,180,2
102,172,1
103,10,7
103,11,2
103,17,1
103,32,3
103,61,10
103,65,3
103,81,6
103,83,5
103,149,2
103,155,1
103,170,35
103,172,28
104,7,1
104,10,4
104,11,1
104,23,5
104,32,6414
104,33,3
104,42,3
104,55,3
104,61,16
104,65,20
104,83,5
104,115,2
104,116,3
104,123,4
104,149,11
104,162,6
104,170,6
104,172,4822
104,173,4
106,172,3
107,10,46
107,11,200
107,32,131
107,47,4
107,50,1
107,61,384
107,65,36
107,75,1
107,81,4
107,82,1
107,83,6
107,115,46
107,128,19
107,154,283
107,155,86
107,170,77
107,172,874
108,2,2
108,11,16
108,21,2
108,32,21
108,61,79
108,65,237
108,81,6
108,83,61
108,97,14
108,115,2
108,120,4
108,154,62
108,155,43
108,172,102
109,7,2
109,10,19
109,11,23
109,17,61
109,23,5
109,25,2
109,31,2
109,32,167
109,43,1
109,46,1
109,47,3
109,50,8
109,53,4
109,60,19
109,61,254
109,65,161
109,67,42
109,75,2
109,80,1
109,81,10
109,83,346
109,86,1
109,89,2
109,90,1
109,97,1
109,102,21
109,104,2
109,108,2
109,115,22
109,120,31
109,124,1
109,128,2
109,129,7
109,131,2
109,133,1
109,144,1
109,147,6
109,149,51
109,154,170
109,155,38
109,156,6
109,158,2
109,164,32
109,170,134
109,172,117
110,10,5
110,23,1
110,27,1
110,32,6
110,61,10
110,65,12
110,81,7
110,83,2
110,88,3
110,120,1
110,147,3
110,149,1
110,168,1
110,170,3
110,172,1
111,10,495
111,11,34
111,15,231948
111,17,10
111,30,19
111,32,223
111,47,160
111,50,54
111,60,27
111,61,311
111,65,708
111,67,13
111,75,3
111,77,15735
111,78,686
111,81,13
111,82,1
111,83,31
111,85,1826
111,100,88637
111,102,1
111,113,4
111,114,156
111,115,878
111,116,22
111,120,148
111,122,24
111,127,6
111,129,1
111,131,213
111,133,43
111,147,3
111,149,2
111,154,26
111,155,53
111,158,106349
111,170,942
111,172,1999
111,178,1
112,17,1
112,22,914
112,32,282
112,61,1
112,65,2
112,81,2
112,83,4
112,115,4
112,126,1
112,147,4
112,170,14
112,172,47
112,179,1
114,10,199
114,11,47
114,17,13
114,23,5
114,32,1304
114,38,1
114,40,2
114,46,1
114,47,1
114,50,7
114,53,5
114,60,4
114,61,119
114,65,45
114,67,1
114,75,9
114,76,2
114,81,1
114,82,1
114,83,56
114,97,1
114,100,6
114,102,1
114,105,3
114,113,3
114,115,416
114,116,12
114,120,13
114,128,7
114,129,1
114,131,5
114,132,1
114,149,6
114,154,19
114,155,18
114,158,11
114,168,2
114,170,110
114,172,6605
115,10,2
115,32,44
115,65,12
115,120,1
115,154,2
115,172,8
116,10,8
116,32,1
116,65,8
116,154,1
116,172,1
117,7,2
117,11,1
117,23,1
117,32,142
117,40,14
117,42,452
117,53,1
117,55,9
117,61,1
117,69,99
117,74,11
117,83,7
117,104,17
117,123,173
117,149,11
117,154,6
117,155,1
117,170,1
117,172,523
117,176,4
118,10,2
118,11,1
118,17,83
118,28,4
118,32,85
118,35,401
118,53,1
118,60,2
118,61,52
118,62,1
118,65,45
118,70,4
118,81,4
118,82,1
118,83,326
118,109,3
118,115,16
118,120,180
118,126,1
118,131,1
118,147,5
118,154,2
118,155,10
118,170,7
118,172,153
119,3,1
119,7,44
119,8,1
119,10,148
119,11,393
119,13,1
119,17,37
119,20,1
119,23,100
119,28,19
119,31,71840
119,32,4502
119,35,5689
119,36,3
119,41,5
119,42,20
119,43,10
119,46,8
119,47,13
119,50,14
119,53,25
119,54,5
119,58,1
119,59,1
119,60,165
119,61,1250
119,64,1
119,65,981
119,66,9
119,67,231
119,70,8
119,75,39
119,76,2
119,81,438
119,82,4
119,83,9931
119,86,1
119,88,2
119,91,2
119,96,4
119,97,6
119,100,3
119,102,47
119,103,13
119,104,22
119,108,1
119,109,8
119,115,299
119,116,2
119,118,68321
119,123,10
119,126,15
119,128,9
119,129,25
119,131,8
119,132,1
119,133,6
119,134,4
119,139,7
119,143,1
119,144,2
119,147,9
119,149,13
119,153,1
119,154,398
119,155,179
119,158,1
119,161,8
119,162,5
119,164,8
119,168,5
119,170,1679
119,172,908
119,173,11
119,176,4
119,178,1
120,32,2
120,65,2
120,115,1
120,154,3
120,170,3
120,172,1
121,10,3
121,32,13
121,65,3
121,86,1
121,92,1
121,100,2
121,127,1
121,147,3
121,163,1
121,170,8
121,172,1
122,1,257523
122,7,33
122,10,3333
122,11,203
122,12,18
122,14,1
122,17,188
122,19,5
122,20,3
122,23,133
122,25,7
122,26,1
122,27,1
122,28,1
122,30,1
122,32,7207
122,37,2
122,38,13
122,40,1
122,43,3
122,46,17
122,47,20
122,50,60
122,51,6
122,53,29
122,57,2
122,59,2
122,60,45
122,61,961
122,65,4702
122,66,13
122,67,522
122,75,47
122,76,2
122,77,1
122,78,344
122,79,10
122,81,167
122,83,9202
122,85,24
122,86,4
122,88,6
122,91,3
122,92,2
122,94,1
122,96,5
122,97,1
122,98,6
122,100,237
122,101,21
122,102,48
122,104,5
122,113,71
122,114,261
122,115,390
122,116,49
122,120,90
122,121,1
122,124,26
122,126,1
122,127,24
122,128,14
122,129,31
122,130,1
122,131,69
122,132,1
122,133,34
122,134,3
122,143,3
122,144,1
122,147,37
122,149,287
122,150,631
122,154,322
122,155,112
122,156,66
122,157,8
122,158,554
122,162,4
122,164,41
122,167,135
122,168,9
122,170,6319
122,172,3111
122,176,1
123,10,335
123,60,1
123,116,2
123,172,1
124,7,8
124,23,7
124,32,42
124,53,1
124,61,5
124,65,2
124,83,1
124,155,3
124,170,1
124,172,21
125,2,1
125,7,548
125,10,6
125,11,1
125,17,4
125,20,514
125,23,45
125,32,1080
125,36,118
125,40,1
125,42,15
125,50,1
125,53,93
125,55,1
125,61,290
125,65,42
125,83,44
125,97,3
125,104,10
125,115,10
125,117,2
125,120,8
125,123,23
125,129,2
125,149,1
125,154,15
125,155,9
125,170,1
125,172,696
125,173,8
125,176,7
126,10,34
126,11,7
126,23,1
126,32,277
126,38,2
126,46,8
126,51,3
126,54,1
126,60,1
126,61,2
126,65,28
126,67,7
126,81,1
126,83,6
126,86,1
126,100,6
126,115,9
126,128,1
126,154,15
126,155,6
126,164,2
126,170,6
126,172,169
127,10,1
127,17,167
127,23,2
127,32,175
127,53,1
127,61,144
127,65,703
127,81,50
127,120,1
127,126,4
127,147,1
127,154,3
127,155,4
127,170,4
127,172,34
127,176,3
128,20,1
128,32,9
128,61,1
128,65,3
128,134,1
128,155,3
128,170,1
128,172,9
129,32,6
129,65,1
129,170,3
129,172,10
130,10,46
130,11,2
130,32,174
130,50,1
130,65,82
130,83,1
130,116,1
130,120,2
130,154,6
130,170,9
130,172,29
131,11,121
131,17,3
131,21,2
131,32,179
131,43,2
131,46,18
131,47,25
131,60,6
131,61,347
131,65,44
131,67,11
131,75,4
131,76,2
131,81,106
131,83,106
131,97,2
131,115,5
131,120,4
131,128,3
131,134,24
131,154,3
131,155,14
131,170,21
131,172,1237
132,7,51
132,10,10
132,11,20
132,17,41
132,23,1
132,32,334
132,40,7
132,42,1
132,47,81
132,61,156
132,65,170
132,75,34
132,81,323
132,83,5
132,104,7
132,115,7
132,120,7
132,123,2
132,126,1
132,149,4
132,154,70
132,155,22
132,170,12
132,172,369
133,2,1
133,7,62
133,8,1
133,10,56
133,11,15526
133,12,539
133,17,2733
133,20,5
133,23,9
133,32,1178
133,36,2
133,38,2
133,42,19
133,43,13
133,46,64
133,47,319
133,50,1026
133,53,29
133,54,19
133,57,16
133,60,772
133,61,14195
133,64,255
133,65,4856
133,67,12
133,75,36
133,76,9
133,81,170
133,83,200
133,86,25
133,91,14
133,96,624
133,97,34
133,100,4
133,102,12
133,104,11
133,115,465
133,116,3
133,120,1851
133,122,7
133,123,2
133,125,8
133,126,16
133,127,1
133,128,12304
133,129,23
133,131,10
133,132,8
133,138,2
133,143,1
133,144,13
133,147,13
133,149,146
133,154,2003
133,155,710
133,156,2
133,164,5
133,165,1
133,168,116
133,170,541
133,172,5905
133,173,11
134,4,273
134,7,1
134,10,36
134,11,21
134,16,1
134,17,897
134,22,28
134,23,18
134,25,1
134,26,46
134,27,304
134,28,82
134,31,858
134,32,1620
134,34,173
134,35,13
134,38,17
134,40,1
134,41,8549
134,46,4
134,47,1
134,49,245052
134,50,17
134,54,4
134,58,11
134,60,23
134,61,2795
134,62,33
134,63,1
134,65,188
134,66,36
134,67,9
134,70,10
134,72,4
134,77,5
134,81,62
134,82,1
134,83,15
134,88,813
134,94,1
134,97,20
134,99,2116
134,100,1
134,101,10
134,103,1
134,104,1
134,110,849
134,112,132
134,115,132
134,116,1
134,118,26
134,119,1
134,120,99
134,122,1
134,123,1
134,127,12
134,128,4
134,129,3
134,131,2
134,133,8
134,139,274
134,147,1881
134,149,13
134,153,136
134,154,38
134,155,164
134,158,1
134,161,211
134,163,6
134,167,14714
134,168,4
134,170,117
134,172,1048
134,176,3
134,179,1548
134,180,764
135,32,992
135,170,10
135,172,9
136,10,1
137,10,70
137,11,3
137,17,1
137,21,1
137,32,101
137,37,1
137,47,3
137,50,1
137,53,3
137,54,2
137,60,1
137,61,5
137,65,15
137,67,2
137,77,3
137,81,7
137,83,6
137,92,2
137,100,1
137,102,1
137,115,13
137,116,44
137,120,1
137,127,2
137,129,1
137,154,29
137,155,2
137,156,6
137,158,1
137,164,2
137,168,1
137,170,71
137,172,293
137,178,6
138,7,47
138,10,4
138,11,8
138,17,404
138,23,9
138,27,1
138,32,241
138,36,2
138,43,1
138,47,1
138,60,3
138,61,798
138,63,7392
138,65,41
138,67,46
138,70,1
138,71,8601
138,75,2
138,76,2
138,81,1
138,83,3037
138,97,1
138,102,3
138,103,48
138,109,36
138,115,30
138,120,2
138,126,1
138,128,5
138,129,7
138,133,2
138,143,1
138,147,4
138,149,5
138,154,31
138,155,31
138,163,1
138,164,4
138,167,1
138,170,68
138,172,357
139,2,59
139,10,10
139,11,2199
139,17,92
139,20,1
139,21,86
139,23,92
139,25,1
139,32,398
139,40,7
139,43,200
139,46,59
139,47,9
139,50,313
139,53,14
139,54,1
139,57,4
139,60,167
139,61,12500
139,65,9157
139,67,26
139,75,45
139,76,3
139,81,200
139,83,2620
139,97,270
139,102,5
139,104,2
139,108,1613
139,115,158
139,120,309
139,126,64
139,128,3
139,129,1
139,133,2
139,143,1
139,144,65
139,147,2
139,149,3
139,154,2390
139,155,3158
139,159,678
139,161,1
139,168,5
139,170,196
139,172,1396
139,176,5
139,179,2
140,4,374
140,7,39
140,10,38
140,11,30
140,17,30
140,22,1
140,23,139
140,32,121
140,40,3
140,41,3
140,42,1
140,46,22
140,47,5
140,49,1
140,50,1
140,53,1
140,54,1
140,60,6
140,61,478
140,62,10
140,63,119
140,65,341
140,66,118
140,67,23
140,70,202
140,71,22
140,75,3
140,81,54
140,82,3
140,83,403
140,84,1
140,94,380
140,97,1
140,100,3
140,101,1
140,103,1
140,104,1
140,109,1
140,110,1
140,115,700
140,119,23
140,120,12
140,123,3
140,125,1
140,126,1
140,128,1
140,129,23
140,133,5
140,144,3
140,147,32
140,149,16
140,154,64
140,155,41
140,164,4
140,168,5
140,170,346
140,172,634
140,173,1
140,176,2
140,179,2
140,180,3
141,25,1
141,32,27
141,65,6
141,120,1
141,154,1
141,170,2
141,172,17
142,11,2
142,32,63
142,61,114
142,65,95
142,81,23
142,115,3
142,116,5
142,154,7
142,155,1
142,172,13
143,23,1
143,32,9
143,65,7
143,155,1
143,172,5
144,10,22
144,32,39
144,147,10
145,3,1
145,4,288
145,7,5
145,10,71
145,11,3406
145,15,6
145,16,1
145,17,648
145,19,1
145,22,330
145,23,45
145,25,46
145,27,18
145,30,1
145,32,2531
145,35,12
145,36,2
145,37,117
145,38,43
145,40,11
145,42,7
145,43,15
145,44,1
145,46,39
145,47,22
145,49,34
145,50,1260
145,51,12323
145,53,7
145,54,4491
145,56,2485
145,57,4
145,58,256669
145,60,3062
145,61,2007
145,62,3
145,63,1
145,65,4860
145,66,59
145,67,240
145,70,5
145,75,611
145,76,7
145,77,465
145,78,448
145,81,501
145,83,13068
145,85,4
145,86,601
145,88,417920
145,89,286
145,91,7
145,92,23
145,94,2
145,95,164
145,96,22
145,97,38
145,98,1
145,99,57
145,100,835
145,102,1865
145,103,5
145,104,1
145,110,208
145,112,10
145,113,60
145,114,11
145,115,17444
145,116,21
145,118,9
145,119,1
145,120,8600
145,122,375
145,123,1
145,124,6
145,126,2
145,127,12
145,128,48
145,129,50
145,130,8
145,131,3
145,133,20
145,135,3
145,138,16
145,139,1
145,140,1
145,143,188
145,144,48
145,147,41458
145,148,2
145,149,474
145,150,1
145,151,147
145,153,52
145,154,21501
145,155,4334
145,156,490
145,158,81
145,161,1
145,163,13
145,164,2364
145,167,27720
145,168,115
145,169,21
145,170,6977
145,171,150
145,172,2313
145,173,3
145,178,253215
145,179,2403
145,180,22
146,4,1
146,7,2
146,10,35
146,11,5
146,17,3
146,23,3
146,32,52
146,47,3
146,61,30
146,65,24
146,81,47
146,83,2
146,104,1
146,115,3
146,116,5
146,126,1
146,129,1
146,131,1
146,154,1
146,155,12
146,170,150
146,172,62
146,179,4
146,180,2
147,11,4
147,17,2
147,27,1
147,31,17
147,34,40
147,35,3
147,49,5597
147,54,1686
147,56,10
147,58,281508
147,60,2
147,61,3
147,65,19
147,67,4
147,82,127
147,83,60
147,86,6
147,88,95671
147,92,49
147,100,5
147,102,22
147,112,2
147,120,4
147,140,1
147,151,194404
147,155,3
147,156,79
147,164,3
147,167,199359
147,170,23
147,172,4
148,17,1
148,32,25
148,53,4
148,61,1
148,65,14
148,155,3
148,172,11
149,7,37
149,10,3556
149,11,54
149,17,387
149,19,5
149,20,1
149,23,18
149,25,2
149,28,1
149,30,5
149,32,8807
149,36,6
149,38,26
149,40,2
149,46,25
149,47,14
149,50,81
149,53,16
149,54,3
149,57,9
149,60,108
149,61,24220
149,64,1
149,65,3920
149,67,38
149,70,13
149,73,1
149,75,12
149,76,4
149,77,64208
149,78,319
149,81,20
149,83,707
149,85,51
149,86,5
149,88,14
149,89,1
149,91,2
149,96,9
149,97,2
149,100,1545
149,101,4
149,102,7
149,104,19
149,113,5
149,114,22
149,115,733
149,116,85
149,119,2
149,120,275
149,125,1
149,127,17
149,128,51
149,129,35
149,131,8
149,134,1
149,136,1
149,147,15
149,153,3
149,154,49
149,155,4989
149,158,152
149,161,2
149,162,2
149,164,14
149,168,9
149,170,5279
149,172,1313
150,3,4
150,4,313
150,7,3
150,10,58
150,11,277
150,15,1
150,17,123
150,19,2
150,22,11
150,23,58
150,25,20
150,26,9
150,28,10
150,30,1
150,31,145
150,32,509
150,34,1987
150,35,299750
150,40,1
150,41,24
150,42,1
150,43,4
150,46,8
150,47,17
150,50,66
150,51,5
150,53,5
150,54,11296
150,56,28
150,57,20
150,58,37785
150,60,18
150,61,4146
150,62,2
150,63,1
150,64,1
150,65,457
150,66,279
150,67,362
150,75,66
150,76,2
150,77,65
150,78,171
150,81,201
150,82,4647
150,83,2161
150,85,15
150,86,1815
150,88,3419
150,91,1
150,92,646
150,94,5
150,95,624
150,100,54
150,102,177
150,103,7
150,109,3
150,110,6
150,113,13
150,115,833
150,116,11
150,118,9
150,119,48
150,120,1619
150,122,2
150,123,4
150,124,18
150,127,4
150,128,4
150,129,3
150,131,9
150,132,8
150,133,18
150,134,5
150,139,2
150,140,1
150,141,8
150,143,5
150,144,6
150,146,3
150,147,192
150,148,241002
150,149,52
150,154,474
150,155,205
150,156,699
150,158,7
150,161,1
150,163,51
150,164,262
150,167,1992
150,168,62
150,169,5
150,170,6076
150,172,1362
150,173,1
150,178,71
150,179,37
150,180,11
151,32,8
151,172,11
153,31,1
153,32,134
153,53,1
153,65,1
153,67,1
153,81,11
153,83,8
153,115,1
153,147,10
153,154,1
153,170,50
153,172,1
154,10,1
154,32,3
154,65,3
154,147,1
154,172,8
155,32,11
155,65,1
155,115,1
155,172,4
156,2,3
156,5,1
156,6,15
156,7,276
156,8,16611
156,10,301
156,11,14894
156,12,8
156,16,138
156,17,4239
156,20,7
156,21,14
156,23,2271
156,25,13819
156,28,20
156,31,15
156,32,1513
156,33,2
156,35,6
156,36,13
156,37,14
156,40,7
156,41,4
156,42,8
156,43,23
156,44,41
156,45,1
156,46,3110
156,47,365
156,49,7
156,50,12988
156,51,3
156,52,1
156,53,17
156,54,117635
156,55,5
156,57,6
156,58,9
156,60,565
156,61,5179
156,62,2
156,64,475
156,65,115604
156,66,47
156,67,9101
156,68,1
156,75,476
156,76,37
156,77,41
156,78,61
156,80,244642
156,81,109
156,82,1
156,83,1460
156,84,3
156,85,59
156,86,628223
156,87,23
156,88,9
156,89,14
156,90,55
156,91,65
156,92,1062690
156,94,6
156,95,97
156,96,23
156,97,177
156,100,473
156,101,82
156,102,1328
156,103,215
156,104,18
156,108,2
156,109,2619
156,113,2
156,115,16184
156,116,52
156,118,6
156,119,32
156,120,4121
156,121,7
156,122,16
156,124,1
156,125,30
156,126,29
156,127,36
156,128,445
156,129,17
156,130,14
156,131,646
156,132,206
156,133,1591
156,134,1304
156,138,9
156,140,11
156,143,47
156,144,30
156,146,24
156,147,31
156,148,2
156,149,1992
156,150,4
156,151,2692
156,154,52707
156,155,8695
156,158,95
156,159,13
156,161,4
156,162,22
156,163,499
156,164,2503549
156,167,6
156,168,399
156,169,36
156,170,6496
156,172,5651
156,173,58
156,178,3011
156,179,6
157,10,1
157,11,97
157,16,12
157,17,13
157,32,53
157,46,1
157,47,4
157,50,5
157,54,11
157,57,1
157,60,7
157,61,35
157,64,3
157,65,103
157,79,2
157,81,12
157,83,2
157,96,5
157,97,1
157,115,45
157,120,15
157,128,1
157,132,4
157,134,24
157,154,50
157,155,4
157,156,2
157,164,14
157,168,14
157,170,3
157,172,250
158,10,15
158,32,33
158,50,2
158,60,1
158,61,5
158,65,46
158,81,2
158,83,2
158,100,17
158,116,1
158,120,31
158,127,2
158,131,1
158,154,12
158,155,1
158,170,25
158,172,26
159,7,9
159,10,4
159,11,136
159,17,101
159,21,5
159,23,6
159,32,92
159,46,2
159,50,4
159,60,4
159,61,323
159,65,459
159,76,4
159,81,2
159,83,191
159,97,1
159,102,3
159,104,1
159,115,1
159,123,1
159,128,1
159,129,2
159,149,1
159,154,72
159,155,184
159,170,19
159,172,147
159,179,2
160,10,14
160,83,4
160,100,1
160,147,1
161,3,4
161,4,1
161,7,2
161,10,3
161,11,14
161,17,174
161,23,17
161,26,15
161,28,30
161,31,13
161,32,188
161,35,2
161,47,6
161,53,2
161,60,5
161,61,693
161,62,13
161,63,24
161,65,1188
161,66,3041
161,67,4
161,70,9
161,71,1
161,75,4
161,81,36
161,83,1430
161,94,5
161,95,1
161,96,1
161,97,4
161,101,14
161,102,2
161,103,31
161,109,2
161,115,76
161,118,2
161,119,13
161,120,8
161,128,1
161,129,3
161,139,1
161,147,12
161,149,15
161,154,14
161,155,742
161,158,5
161,164,3
161,168,2
161,170,25
161,172,883
161,176,1
162,32,243
162,115,22
162,170,42
162,172,62
163,7,1
163,10,6
163,11,8
163,17,30
163,25,3
163,32,199
163,47,1
163,50,2
163,60,1
163,61,247
163,65,90
163,67,6
163,75,7
163,81,3
163,83,479
163,86,6
163,92,11
163,101,1
163,102,9
163,109,1
163,115,16
163,116,1
163,120,1
163,128,1
163,130,1
163,138,6
163,140,1
163,149,2
163,150,1
163,151,1
163,154,41
163,155,294
163,156,6
163,164,8
163,170,31
163,172,44
163,173,1
164,2,4
164,7,13
164,8,2
164,10,413
164,11,1125
164,17,627
164,25,11
164,32,1991
164,40,1
164,43,11
164,46,170
164,47,8
164,50,6
164,53,2
164,57,2
164,60,143
164,61,10652
164,64,1
164,65,20281
164,67,138
164,75,37
164,76,1
164,80,15557
164,81,13
164,82,2
164,83,2482
164,85,29
164,91,1
164,92,7
164,97,10
164,102,4
164,104,5
164,115,301
164,116,30
164,120,99
164,122,6
164,128,23
164,129,3
164,132,2
164,133,22
164,134,2
164,143,3
164,144,1
164,147,6
164,149,5
164,154,341
164,155,3544
164,156,6
164,168,11
164,170,984
164,172,418
164,176,2
165,7,2
165,10,2
165,11,6
165,17,3
165,32,18
165,47,5
165,53,2
165,54,4
165,57,2
165,60,2
165,61,14
165,65,29
165,83,3
165,87,1
165,90,2
165,97,7
165,102,2
165,115,20
165,120,7
165,128,22
165,132,2
165,134,12
165,154,30
165,155,4
165,164,3
165,168,8
165,170,22
165,172,221
166,172,14
167,4,6
167,10,50
167,11,16
167,17,27
167,22,22
167,23,2
167,25,1
167,27,1
167,28,1
167,31,2
167,32,713
167,34,4
167,37,1
167,38,5
167,41,1
167,43,3
167,47,4
167,49,26
167,50,62
167,53,1
167,54,9
167,57,1
167,58,23
167,60,12
167,61,100
167,65,112
167,66,7
167,67,13
167,70,3
