V1,V2,weight
129,108,59
129,114,63
129,120,194
129,121,14
129,124,8
129,128,17
129,133,42
129,134,51
129,135,14
129,139,5
129,140,38
129,141,12
129,148,5
129,155,10
129,158,15
129,159,51
129,161,1420
129,162,10
129,164,131
129,167,1356
129,171,485
129,178,34
129,179,1836
129,182,6
129,183,198
129,184,50
129,185,628
129,187,38
129,190,7
129,193,780
129,194,15
130,32,26
130,42,6
130,161,5
130,187,72
131,8,652
132,6,19
132,23,31
132,32,22
132,63,6
132,67,5
132,161,15
132,187,73
133,6,610
133,8,28
133,17,5
133,20,515
133,23,59
133,32,367
133,36,130
133,42,15
133,63,311
133,67,51
133,85,93
133,110,11
133,120,9
133,130,23
133,161,30
133,167,26
133,168,8
133,187,2572
133,188,7
134,8,182
134,9,19
134,16,7
134,23,86
134,32,145
134,37,5
134,46,52
134,67,69
134,69,7
134,85,123
134,87,1202
134,95,53
134,104,80015
134,126,13
134,138,276
134,159,6
134,167,41
134,168,11
134,171,5
134,179,5
134,185,72
134,187,1162
135,8,6
135,16,154
135,32,176
135,63,143
135,67,705
135,185,6
135,187,510
136,23,17
136,32,19
136,187,40
137,32,10
137,187,23
138,8,133
138,23,14
138,32,124
138,67,76
138,167,6
138,185,17
138,187,139
139,9,136
139,32,141
139,46,18
139,47,30
139,62,6
139,63,343
139,67,2164
139,69,54
139,83,112
139,85,159
139,120,8
139,135,5
139,141,26
139,161,25
139,167,33
139,168,14
139,183,6
139,185,26
139,187,3060
140,6,132
140,8,19
140,9,37
140,16,38
140,32,483
140,39,7
140,47,81
140,63,157
140,67,183
140,77,30
140,110,7
140,126,7
140,167,79
140,168,20
140,185,6
140,187,2384
141,6,118
141,8,92
141,9,16480
141,10,612
141,15,6
141,16,3108
141,20,5
141,23,20
141,25,23
141,32,983
141,36,12
141,42,19
141,43,14
141,46,101
141,47,356
141,50,1090
141,55,74
141,58,31
141,62,878
141,63,17125
141,66,281
141,67,24722
141,69,42
141,77,36
141,78,9
141,79,10
141,83,175
141,85,259
141,88,45
141,94,36
141,100,638
141,101,42
141,104,6
141,107,12
141,110,23
141,120,375
141,121,5
141,126,1648
141,128,7
141,132,8
141,133,16
141,135,12049
141,136,31
141,138,290
141,140,5
141,156,13
141,159,11
141,161,411
141,167,2572
141,168,877
141,171,10
141,179,12
141,183,312
141,185,596
141,187,11014
141,188,12
142,4,350
142,8,103
142,9,35
142,16,1230
142,22,18
142,23,18
142,26,51
142,27,1265
142,28,51
142,31,919
142,32,1118
142,34,160
142,35,17
142,37,9
142,38,19
142,41,10432
142,49,251514
142,50,24
142,60,17
142,62,30
142,63,3065
142,64,37
142,67,311
142,68,42
142,69,14
142,72,10
142,83,75
142,85,15
142,90,1630
142,101,19
142,103,5234
142,106,11
142,115,2237
142,117,168
142,120,97
142,123,26
142,126,70
142,134,16
142,135,5
142,140,9
142,149,285
142,159,1450
142,161,22
142,166,216
142,167,65
142,168,151
142,175,137
142,178,6
142,182,17754
142,185,140
142,187,1638
142,194,6281
142,195,766
143,32,47
143,185,14
144,32,1136
144,185,32
144,187,21
145,32,1402
145,185,21
145,187,38
146,8,5
147,23,8
147,64,26
148,8,147
148,9,5
148,23,6
148,32,341
148,55,8
148,63,8
148,67,103
148,82,9
148,83,9
148,85,6
148,95,22
148,120,19
148,121,59
148,126,5
148,167,67
148,168,9
148,169,20
148,185,149
148,187,882
148,193,6
149,6,1434
149,9,56
149,16,580
149,23,5295
149,32,259
149,42,5
149,46,5
149,62,5
149,63,1629
149,65,7470
149,67,1795
149,69,133
149,73,8374
149,85,10445
149,101,7
149,108,112
149,114,158
149,120,46
149,133,8
149,136,7
149,138,47
149,159,139
149,161,30
149,167,72
149,168,49
149,179,20
149,183,5
149,185,116
149,187,996
150,2,65
150,8,17
150,9,2336
150,16,289
150,21,77
150,23,92
150,32,362
150,39,7
150,46,64
150,47,14
150,62,144
150,63,15241
150,67,25730
150,69,26
150,77,94
150,78,9
150,83,222
150,85,3396
150,99,36
150,101,476
150,107,6
150,113,1000
150,120,116
150,126,428
150,133,64
150,156,86
150,159,5
150,161,15
150,167,2600
150,168,3197
150,172,665
150,185,168
150,187,1690
151,32,5
151,185,5
152,4,1871
152,6,44
152,8,49
152,9,87
152,16,44
152,23,343
152,32,86
152,37,9
152,46,24
152,47,5
152,55,10
152,62,6
152,63,651
152,64,18
152,65,120
152,67,1777
152,68,94
152,69,61
152,72,214
152,73,22
152,80,23
152,83,76
152,85,951
152,97,1855
152,104,9
152,108,7
152,114,7
152,120,654
152,124,21
152,126,15
152,136,43
152,140,5
152,149,26
152,159,20
152,161,44
152,167,97
152,168,68
152,169,31
152,179,26
152,183,17
152,185,427
152,187,782
153,8,10
153,32,19
153,67,5
153,185,14
153,187,33
155,9,5
155,32,1125
155,63,115
155,67,87
155,121,5
155,167,7
155,187,28
156,32,14
156,67,7
156,187,6
157,8,94
157,32,37
157,159,14
158,4,2019
158,6,5
158,8,203
158,9,7315
158,16,2170
158,22,345
158,23,297
158,25,49
158,27,21
158,32,3472
158,35,8
158,37,135
158,38,27
158,39,11
158,42,14
158,43,21
158,46,273
158,47,22
158,49,218
158,50,1391
158,51,13208
158,55,7027
158,57,2244
158,60,242119
158,62,3807
158,63,3715
158,67,23852
158,68,104
158,69,342
158,77,662
158,78,7
158,79,756
158,80,1446
158,82,8
158,83,511
158,85,15837
158,87,5
158,88,773
158,90,360354
158,91,717
158,94,7
158,95,19
158,98,2340
158,99,56
158,100,22
158,101,51
158,103,78
158,104,1510
158,107,1869
158,108,5
158,114,10
158,115,1962
158,117,15
158,118,60
158,119,26
158,120,16709
158,121,18
158,123,9
158,126,8747
158,128,223
158,130,103
158,131,9
158,134,38
158,135,46
158,136,51
158,137,8
158,140,36
158,148,16
158,149,9
158,150,20
158,155,231
158,156,48
158,159,31385
158,160,160
158,161,710
158,164,310
158,166,157
158,167,26438
158,168,5680
158,169,450
158,171,390
158,178,13
158,179,3463
158,182,39541
158,183,464
158,184,17
158,185,6359
158,186,150
158,187,2957
158,193,257387
158,194,3064
158,195,24
159,6,8
159,8,101
159,23,327
159,32,87
159,63,30
159,67,39
159,83,219
159,85,5
159,120,8
159,121,18
159,138,88
159,168,12
159,185,230
159,187,184
159,194,6
159,195,7
160,8,17
160,9,19
160,31,10
160,32,7
160,34,4912
160,41,13
160,49,66680
160,55,5641
160,57,8
160,60,338821
160,63,8
160,64,7
160,67,176
160,69,7
160,79,33
160,82,13
160,84,127
160,85,66
160,88,11
160,90,88391
160,95,50
160,107,22
160,161,5
160,164,297168
160,168,12
160,169,103
160,182,639955
160,185,33
160,187,12
161,6,6
161,23,16
161,32,19
161,67,42
161,167,8
161,187,57
162,6,37
162,8,6606
162,9,113
162,16,499
162,18,7
162,23,26
162,25,43
162,30,5
162,32,5436
162,36,5
162,38,25
162,46,101
162,47,14
162,50,81
162,58,12
162,62,126
162,63,25941
162,67,5352
162,69,60
162,72,8
162,77,20
162,79,64208
162,80,540
162,83,28
162,85,856
162,87,1811
162,88,11
162,90,10
162,91,5
162,94,5
162,95,12
162,100,9
162,101,5
162,104,2210
162,107,7
162,110,29
162,118,39
162,119,22
162,120,745
162,121,99
162,126,290
162,133,7
162,134,20
162,135,55
162,136,46
162,138,76
162,149,82
162,159,33
162,161,153
162,167,87
162,168,7307
162,169,5
162,171,247
162,175,6
162,179,22
162,183,68
162,185,7526
162,187,2490
163,2,4921
163,6,16
163,7,512
163,8,3002
163,9,3335
163,10,3585
163,15,6182
163,16,2661
163,21,49
163,23,13
163,24,20524
163,25,1070
163,27,974
163,28,694000
163,29,115
163,32,163
163,39,11
163,42,127
163,43,2873
163,46,56
163,47,1711
163,50,10949
163,55,19
163,58,82585
163,62,3013
163,63,1780
163,66,580
163,67,22261
163,69,534
163,75,2302
163,77,211
163,78,139
163,82,48200
163,83,106
163,84,42
163,85,717
163,87,635
163,88,305
163,89,8451
163,90,20000
163,91,93016
163,92,2334
163,94,242736
163,100,3475
163,101,147
163,104,10931
163,107,5
163,110,13
163,112,14
163,113,3237
163,116,925939
163,118,106
163,120,7420
163,126,7021
163,131,16
163,134,4636
163,135,10920
163,136,14
163,137,1200
163,138,197
163,139,4776
163,140,334
163,141,90797
163,148,70000
163,150,2373
163,155,1530
163,161,1087
163,167,60096
163,168,523
163,169,160000
163,170,17002
163,171,487741
163,172,600
163,179,888
163,180,5744
163,183,35449
163,185,2440
163,187,571
163,189,86524
163,191,11000
164,4,1983
164,8,275
164,9,439
164,12,10
164,16,263
164,22,11
164,23,101
164,25,19
164,26,9
164,28,8
164,31,91
164,32,799
164,34,2114
164,35,349694
164,41,52
164,46,14
164,47,17
164,49,150
164,50,96
164,51,5
164,55,33128
164,57,67
164,58,25
164,60,40343
164,62,37
164,63,12051
164,67,4001
164,68,525
164,69,425
164,77,69
164,79,121
164,80,390
164,82,884
164,83,206
164,84,4647
164,85,2347
164,87,15
164,88,3260
164,90,9306
164,91,16
164,95,1649
164,97,5
164,98,2425
164,101,11
164,104,168
164,107,200
164,108,20
164,114,13
164,115,9
164,117,5
164,118,13
164,120,902
164,121,9
164,123,9
164,124,47
164,126,2004
164,131,18
164,134,5
164,137,15
164,138,91
164,139,8
164,140,13
164,141,10
164,150,5
164,152,8
164,155,5
164,156,6
164,158,12
164,159,146
164,160,241525
164,161,87
164,167,1125
164,168,438
164,169,925
164,171,14
164,178,32
164,179,367
164,182,3174
164,183,171
164,184,18
164,185,8389
164,187,2122
164,193,489
164,194,37
164,195,5
165,16,8
165,32,8
165,63,7
165,187,13
166,27,7
166,32,160
166,83,21
166,85,8
166,159,108
166,185,60
167,187,19
168,187,9
169,3,5329
169,6,591
169,7,14646
169,8,514
169,9,40770
169,10,23
169,15,86
169,16,10878
169,20,13
169,21,27
169,23,3800
169,25,16988
169,28,14
169,31,23
169,32,3137
169,35,26
169,36,33
169,37,55
169,39,8
169,41,5
169,42,14
169,43,192
169,44,39
169,46,11087
169,47,382
169,49,33
169,50,18624
169,51,13
169,52,5
169,55,116013
169,56,5
169,58,76
169,60,57
169,62,1808
169,63,11140
169,66,437
169,67,475649
169,68,130
169,69,28417
169,77,1448
169,78,37
169,79,100
169,80,68
169,82,230935
169,83,379
169,85,3161
169,87,61
169,88,648836
169,89,41
169,90,7
169,91,74
169,92,72
169,94,221
169,95,1007749
169,97,6
169,98,19508
169,99,23
169,100,28
169,101,1020
169,104,1446
169,106,16
169,107,1789
169,108,537
169,110,23
169,113,10
169,114,3242
169,120,29381
169,121,61
169,123,7
169,124,135
169,126,12622
169,127,13
169,128,20
169,132,72
169,133,39
169,134,91
169,135,501
169,136,382
169,137,32
169,138,1120
169,139,228
169,140,1796
169,141,1702
169,148,29
169,149,21
169,150,747
169,155,54
169,156,159
169,158,145
169,159,93
169,161,9805
169,162,14
169,164,7498
169,167,103999
169,168,15017
169,171,311
169,172,18
169,175,8
169,177,66
169,178,504
169,179,2824167
169,182,19
169,183,1006
169,184,284
169,185,9279
169,187,9808
169,188,60
169,190,18
169,193,3751
169,194,11
170,1,10
170,9,332
170,15,21
170,16,10
170,32,48
170,50,5
170,55,48
170,62,8
170,63,43
170,67,2260
170,77,8
170,83,12
170,85,8
170,94,9
170,100,5
170,120,51
170,126,16
170,135,138
170,138,20
170,139,7
170,141,44
170,161,5
170,167,112
170,168,8
170,169,6
170,179,231
170,183,41
170,185,15
170,187,571
171,8,257
171,23,23
171,30,8
171,32,23
171,63,6
171,67,37
171,87,55
171,104,34
171,138,108
171,159,21
171,167,29
171,185,56
171,187,429
172,6,9
172,8,15
172,9,254
172,16,159
172,23,6
172,32,56
172,50,7
172,63,586
172,67,6555
172,78,14
172,85,213
172,101,28
172,120,13
172,161,10
172,167,166
172,168,240
172,185,20
172,187,237
173,8,22
173,119,13509
174,8,14
175,3,5
175,9,27
175,16,263
175,23,321
175,26,16
175,28,31
175,31,17
175,32,126
175,34,6
175,47,6
175,55,6
175,62,5
175,63,860
175,64,15
175,65,24
175,67,1945
175,68,3391
175,69,14
175,72,7
175,83,45
175,85,1593
175,97,5
175,101,5
175,106,14
175,108,41
175,120,56
175,124,36
175,126,8
175,136,6
175,149,79
175,159,33
175,161,29
175,167,17
175,168,745
175,171,5
175,179,5
175,183,26
175,185,25
175,187,1042
176,8,97
176,187,6
177,32,169
177,120,46
177,185,76
177,187,240
178,8,7
178,9,120
178,16,65
178,23,28
178,25,6
178,32,206
178,62,6
178,63,304
178,67,962
178,69,38
178,77,7
178,82,6
178,83,5
178,85,854
178,88,32
178,95,18
178,101,24
178,107,12
178,120,104
178,126,5
178,138,29
178,148,6
178,161,20
178,167,139
178,168,336
178,169,19
178,179,45
178,183,7
178,185,75
178,187,186
179,6,24
179,8,725
179,9,1490
179,10,8
179,16,1411
179,18,5
179,21,18
179,23,35
179,25,23
179,32,2607
179,36,9
179,39,19
179,43,25
179,46,210
179,47,25
179,50,15
179,52,5
179,58,5
179,62,198
179,63,11522
179,66,15
179,67,27334
179,69,327
179,77,46
179,80,5
179,82,20252
179,83,13
179,85,2978
179,87,2413
179,88,8
179,95,30
179,101,55
179,110,6
179,114,7
179,120,456
179,121,45
179,126,199
179,128,361
179,133,36
179,134,11
179,135,30
179,138,14
179,140,23
179,156,37
179,159,7
179,161,40
179,167,1149
179,168,4028
179,169,23
179,178,5
179,183,46
179,185,1375
179,187,1369
179,190,6
180,9,6
180,32,5
180,47,5
180,63,15
180,67,505
180,101,5
180,126,7
180,135,32
180,141,14
180,161,5
180,167,25
180,179,435
180,183,7
180,185,18
180,187,311
181,187,14
182,4,12
182,8,90
182,9,44
182,16,31
182,22,22
182,23,11
182,27,6
182,32,577
182,34,5
182,37,45
182,38,5
182,49,24
182,50,104
182,55,25
182,60,28
182,62,29
182,63,118
182,67,409
182,68,6
182,69,52
182,77,6
182,79,6
182,83,54
182,85,78
182,87,54
182,90,1970
182,103,8
182,115,13
182,117,11
182,120,588
182,126,131
182,135,6
182,138,175
182,142,5
182,159,1394
182,161,5
182,166,6
182,167,755
182,168,51
182,179,556
182,183,8
182,185,1292
182,187,2559
182,194,105
182,195,7
183,6,267
183,7,113
183,8,88
183,9,1147
183,10,15
183,15,1362
183,16,386
183,23,55
183,25,78
183,32,1415
183,42,14
183,43,5
183,46,155
183,47,676
183,50,69
183,58,80
183,62,34
183,63,2018
183,66,716
183,67,6701
183,69,256
183,77,19
183,78,12
183,79,10
183,83,178
183,85,6264
183,88,27
183,89,18
183,92,14
183,95,11
183,99,17
183,100,73
183,101,44
183,107,173
183,110,6
183,120,96
183,126,19
183,130,6
183,133,14
183,135,634
183,136,427
183,138,19
183,139,103
183,140,39
183,141,228415
183,150,14
183,155,21
183,159,14
183,161,5623
183,167,1013
183,168,148
183,185,186
183,187,7558
183,188,11
184,8,5
184,32,34
184,67,21
184,179,20
184,185,23
184,187,151
185,8,18
185,32,11
185,67,20
185,167,7
185,187,122
186,8,20
186,9,7
186,16,61
186,23,93
186,32,183
186,63,5
186,67,180
186,69,23
186,83,9
186,85,35
186,90,40
186,117,7
186,120,16
186,138,12
186,149,6
186,158,71
186,159,513
186,167,95
186,168,12
186,169,8
186,185,98
186,187,266
186,193,10
187,6,8
187,8,34
187,23,14
187,32,173
187,36,5
187,42,8
187,67,168
187,95,7
187,110,14
187,161,10
187,167,32
187,185,75
188,23,6
188,32,13
188,161,5
188,187,77
189,8,35
189,9,257
189,16,45
189,32,214
189,47,117
189,50,11
189,55,86
189,62,10
189,63,227
189,66,7
189,67,203
189,68,9
189,69,23
189,77,8
189,81,7
189,83,24
189,85,15
189,89,23
189,92,37
189,94,12
189,100,15
189,104,9
189,120,107
189,126,261
189,128,6
189,135,30
189,138,97
189,139,9
189,141,128
189,161,19
189,167,1291
189,168,61
189,171,7
189,179,581
189,183,153
189,185,95
189,187,2557
190,6,58
190,8,36
190,9,15
190,16,57
190,23,4332
190,32,1318
190,36,260
190,39,367
190,42,1457
190,45,13
190,50,5
190,52,20
190,63,189
190,67,120
190,69,9
190,71,6
190,83,37
190,85,185
190,107,7
190,110,394
190,120,15
190,126,6
190,130,725
190,132,5
190,133,3700
190,136,5
190,161,4464
190,167,64
190,177,34
190,185,55
190,187,34624
191,8,1007
191,9,49
191,16,40
191,30,189
191,32,56
191,37,317098
191,46,133
191,47,101
191,62,5
191,63,8016
191,67,1870
191,69,7
191,83,15
191,85,16
191,87,846
191,120,36
191,121,8
191,126,48
191,132,6
191,134,89
191,135,46
191,138,119
191,161,5
191,167,117
191,168,1084
191,171,789
191,183,18
191,185,1559
191,187,546
191,193,15
192,3,90000
192,4,614
192,9,9
192,44,158
192,63,1778
192,69,5
192,108,26007
192,161,32
192,168,13
192,183,5
192,185,11
192,190,11
193,3,141
193,6,15
193,8,44
193,9,204
193,10,5
193,12,9
193,15,33
193,16,45
193,23,6
193,25,10
193,32,621
193,37,17
193,44,17
193,46,16
193,47,7
193,50,12
193,51,3777
193,55,2640
193,60,1599
193,62,130
193,63,143
193,67,1078
193,69,89
193,77,14
193,79,530
193,80,181
193,82,39
193,83,9
193,85,107
193,88,5704
193,90,152
193,91,10
193,95,78
193,102,22
193,104,1214
193,113,8
193,114,485
193,120,165
193,126,241
193,128,24
193,134,8
193,135,5
193,138,154
193,140,18
193,141,75
193,148,7
193,158,8546
193,159,8
193,161,64
193,162,11
193,164,1675
193,167,1219
193,168,381
193,169,190
193,171,29
193,178,9
193,179,363
193,182,27
193,183,5
193,185,433
193,187,1351
194,4,7
194,8,28
194,32,32
194,67,15
194,120,8
194,159,247
194,167,17
194,185,98
194,187,84
195,8,1131
195,9,28
195,22,744
195,32,1350
195,37,49
195,46,5
195,50,8
195,55,16
195,63,44
195,67,293
195,83,565
195,85,29
195,117,133
195,120,49
195,121,39
195,126,20
195,140,7
195,159,45856
195,166,7
195,167,39
195,168,19
195,183,5
195,185,9151
195,187,1736
195,194,7
196,6,526
196,8,70
196,9,3373
196,16,11798
196,17,1709
196,32,131
196,36,435
196,42,218
196,47,109
196,50,30
196,54,26229
196,55,8
196,62,241
196,63,79159
196,67,39027
196,69,12833
196,71,23900
196,73,811
196,77,906
196,82,41
196,83,276
196,84,11684
196,85,1471
196,87,2290
196,91,20
196,107,615
196,111,32
196,113,11451
196,120,2713
196,121,349
196,126,51
196,134,6
196,150,1150
196,155,38
196,159,142380
196,161,122
196,164,3793
196,167,1888
196,168,1894
196,179,13
196,185,17732
196,186,345
196,187,6190
